구군,콘텐츠명,위도,경도,주소,연락처,상세내용,이미지
서구,디에이블 송도점,35.076706,129.01715,부산 서구 충무대로 47 3층,051-231-9177,"유명한 양식레스토랑인 디에이블의 분점으로, 가게 전체에서 보이는 멋진 바다풍경 속에서 특별한 식사를 할 수 있는 곳이다. 시그니처 메뉴인 피자는 페스츄리 도우를 사용해 촉촉한 것이 특징이며, 특제소스를 사용해 매콤하면서 고소한 파스타도 인기 있다.",song/image/sample_image.png
서구,몽실종가돼지국밥,35.10019,129.01718,"서구 까치고개로 197번길 3, 1층",051-256-0133,"감천문화마을 근처에 있는 돼지국밥전문점으로, 청결한 실내와 친절한 점원들이 인상적이다.사골뼈를 24시간 이상 푹 고아 만든 국물이 유명하고, 국밥에 들어가는 고기양과 고기 종류를 선택할 수 있는 것이 특징이다.",song/image/sample_image.png
서구,식당 토성동,35.097954,129.02257,부산 서구 구덕로 124번길 27,0507-1353-1425,"의외의 장소에 자리하고 있는 아담하고 예쁜 인테리어의 덮밥전문점으로, 간단한 음식, 깔끔한 맛, 친절한 서비스로 유명한 곳이다. 모든 음식이 인기메뉴이긴 하지만, 손질과 숙성을 거쳐 부드러운 맛의 한입 스테이크 덮밥이 대표메뉴라고 한다.",song/image/sample_image.png
서구,청죽,35.11293,129.01305,부산 서구 망양로 23,051-247-8555,"입구까지 이어진 근사한 정원이 멋진 일식코스요리전문점으로, 이 지역에서는 상견례 등격조 있는 모임의 장소로 많이 이용하는 곳이다. 비교적 비싼 가격의 식당이지만, 맛과 서비스 모두 충분히 만족스러운 곳이라고 한다. 일본식코스요리가 대표메뉴.",song/image/sample_image.png
서구,편의방,35.11915,129.01625,서구 대신공원로 13-5,051-256-2121,"빨간 간판이 눈에 띄는 이곳은 3대째 이어오는 중국만두전문점으로, 하루에 40인분 한정에, 30분 전에 미리 전화로 주문해야 한다는 삼선만두가 유명한 곳이다.주문과 동시에 만드는 삼선만두는 각종야채와 새우가 가득 차 육즙이 흘러넘친다.",song/image/sample_image.png
사하구,동원장수촌하단점,35.10194,128.97113,사하구 동매로 117 B 201호,051-202-4100,"도자기 장인이 빚어낸 둥그런 뚝배기에 음식을 담아내는 보양음식전문점으로,모임 등의 장소로도 인기 있는 곳. 녹두한방백숙이 특히 인기 있는 메뉴로황기, 구기자, 감초 등의 한약재와 녹두오리를 오래 삶아 보약 같은 국물과 부드러운 고기가 특징이다.",song/image/sample_image.png
사상구,포항가자미물회,35.169525,128.98228,사상로 275-1,051-303-6640,"소박한 느낌의 동네식당으로, 시원한 물회에 국수를 말아먹는 것으로 유명한 물회전문점이다. 갖은 양념에 무쳐진 회와 물회 육수가 따로 제공되며, 여름에는 신선한 토마토에 싸먹고 겨울에는 김에 싸먹는 것으로 유명한 곳이다.",song/image/sample_image.png
사상구,괘법쭈꾸미,35.163906,128.98459,광장로81번길 33,051-323-1383,"2007년 괘법동에서 시작한 이 지역의 대표적인 쭈꾸미요리전문점으로, 직접 만든 비법소스를 사용하여 매우면서도, 자꾸 먹게 되는 맛이 특징이다. 대표메뉴는 웰빙쭈꾸미이며, 단일메뉴로 꾸준한 맛을 유지 하고 있는 것이 오랜 인기의 비결이다.",song/image/sample_image.png
영도구,삼진어묵,35.092953,129.04279,부산시 영도구 태종로99번길 36 삼진어묵,051-412-5468,삼진어묵은 1953년부터 3대 째 가억을 잇고있는 대한민국 대표 어묵 브랜드입니다.,song/image/sample_image.png
남구,광명집,35.125664,129.10095,남구 신선로 458,051-621-4376,"20년이 넘게 대를 이어 운영 중인 아구찜/대구뽈찜 전문점으로신선하고 품질 좋은 재료들로 찜요리를 만들고 있다.대구뽈찜은 양파가 가득 올려 진 독특한 조리법이 사용되며, 두 가지 찜 요리가 모두 인기 있다",song/image/sample_image.png
강서구,명지첫집,35.095818,128.92444,강서구 명지국제6로232번길 18,051-202-9599,기분이 좋아지는 푸짐한 한상차림의 보쌈정식과 쭈꾸미보쌈이 대표메뉴로명지를 상징하는 식재료인 소금과 대파를 활용한 젓갈과 대파김치를 보쌈요리에 곁들였다.,song/image/sample_image.png
남구,드마히니 더블유스퀘어점,35.13426,129.11124,남구 분포로 145 (W스퀘어 2동),051-621-8118,"부산의 유명 베이커리 옵스(OPS)에서 만든 두 번째 프렌치 레스토랑으로 파리 현지 카페의 자유로운 분위기를 살린 공간이 특징이며, 소박하고 정성 가득한 프랑스 요리들과  스페셜티 등급의 다섯 가지 브루잉 커피도 맛 볼 수 있는 곳이다.",song/image/sample_image.png
남구,명품외식 육면정,35.148415,129.09482,남구 황령대로 329,051-623-6667,"다양한 연회석과 어린이 시설, 넓은 주차장을 가지고 있는 큰 규모의 구이전문식당으로 질 좋은 소고기와 신선한 야채들을 제공하고, 최고등급의 위생수준을 인증 받았다. 단체모임이나 가족외식하기 좋은 곳 이다.",song/image/sample_image.png
남구,호포갈비 문현점,35.13401,129.06631,남구 우암로 359,051-639-9200,"1층의 정육판매점에서 구입한 고기를 2층의 식당에서 구워먹는 방식의 식당으로,깔끔한 인테리어와 수준 높은 청결상태를 자랑한다.판매점에서는 질 좋은 육류를 취급하고 있으며, 다양한 부위의 한우를 직접 고를 수 있다",song/image/sample_image.png
동구,평산옥,35.114292,129.0371,동구 초량중로 26,051-468-6255,4대에 걸쳐 운영하고 있는 100년 전통의 돼지수육전문식당으로 돼지수육과 수육 삶은 육수에 말은 국수가 유명하다. 국내산 신선한 고기로 만드는 육수는 맑은 국물 색과 담백하지만 진한 맛을 낸다. 100년을 이어온 자부심에 어울리는 맛이다.,song/image/sample_image.png
부산진구,공감식당,35.16551,129.03838,부산진구 동평로 81,051-891-2041,"보리를 사료로 키운 돼지를 전문가가 직접 선별, 숙성하여 전문교육을 받은 직원들이 직접 구워주는 구이전문점으로, 삼겹살과 구워먹는 치즈가 이 곳의 인기메뉴이다. 다양한 사이드 메뉴도 준비되어 있다.",song/image/sample_image.png
부산진구,다옴 (서면 삼정타워점),35.152874,129.05957,"부산진구 중앙대로 672, 삼정타워 5층",051-520-3778,가볍게 즐길 수 있는 한식메뉴를 선보이는 식당으로 남해안멸치로 만드는 육수와 과일을 첨가하여 만든 숙성양념 등 음식준비에 많은 정성을 들인다. 차돌박이가 토핑 된 비빔국수와 비빔밥이 대표메뉴이다.,song/image/sample_image.png
부산진구,당감밀면,35.162247,129.03975,부산진구 당감로 5 삼익아파트상가 B동 1층,051-896-0177,지역민들이 추천하는 밀면전문점으로 육수와 면·양념에 이르기까지 모든 재료를 주방장의 독자적인 비법으로 만들어 특징적인 밀면의 맛을 자랑한다. 직접 만드는 손만두도 담백한 맛으로 인기 있다.,song/image/sample_image.png
부산진구,더브릭하우스,35.15917,129.0585,"부산진구 부전로152번길 70, 1층",051-805-7749,"번잡한 번화가 사이에 예쁜 벽돌집이 보인다. 이곳은 화덕피자가 맛있기로 유명한 이탈리안 레스토랑으로, 클래식한 공간과 클래식한 음악 그리고 이탈리안 음식과 어울리는 다양한 와인이 준비되어 있다.",song/image/sample_image.png
부산진구,버거샵,35.15856,129.06306,부산진구 동천로 108번길 11,051-911-4960,"직접 손질하는 1등급 한우 패티와 매일 아침 구운 브리오슈 번으로 만드는 수제버거전문점으로,외국인 손님들도 많이 찾는 곳이다.독특한 인테리어를 즐기며 다양한 소품들도 구입하고 볼 수 있는 가게이다.",song/image/sample_image.png
부산진구,소수인,35.156677,129.05383,부산진구 가야대로750번길 17,051-808-4036,일식을 모티브로 한 새로운 스타일의 요리를 만들고 있는 일본식주점으로 영업을 시작한지 얼마 되지 않아 항상 사람들이 가득한 곳이 되었다. 개성강한 요리들은 술안주로도 식사로도 잘 어울린다.,song/image/sample_image.png
사하구,양평칼국수,35.048454,128.967,사하구 다대로 680-1,051-265-0907,"다대포 해수욕장 인근의 식당으로 20년 경력의 칼국수 장인인 주인이 직접 반죽한 숙성면에 국산 배추로 매일 매일 담는 김치가 매력을 더한다. 여름에만 맛 볼 수 있는 냉칼국수, 냉콩칼국수 등의 한정메뉴들도 무척 인기 있다.",song/image/sample_image.png
사하구,영진돼지국밥,35.09664,128.95784,사하구 하신번영로157번길 39,051-206-3820,"유명한 돼지국밥 전문점 중 한 곳으로, 항상 많은 사람들이 찾아오는 곳이다. 돼지 특유의 냄새를 제거하여 깔끔하고 담백한 맛을 자랑하며 수육과 두부, 볶음김치가  함께 나오는 수육백반이 무척 인기 있다.",song/image/sample_image.png
서구,신흥반점,35.09595,129.02463,서구 충무대로 284-1,051-242-6164,"2대째 운영 중인 신흥반점은 서구에서 55년 동안 화교 가족들이 운영해오고 있는 곳으로, 중국 현지의 식당 같은 분위기의 가게에서 다양한 중국요리를 맛 볼 수 있다. 짬뽕국물과 깐풍기가 이 곳에서 추천하는 인기 메뉴이다.",song/image/sample_image.png
연제구,동원 숯불 갈비,35.188595,129.09715,연제구 과정로276번길 9,051-864-2379,한적한 골목길에 숨겨져 있는 이 돼지갈비전문점은 38년간 숯불돼지갈비 한 메뉴로 이 장소를 지켜온 식당이다. 쉽게 찾기 힘든 위치에 있지만 친근하고 꾸준한 맛으로 많은 단골고객들이 찾아오는 곳,song/image/sample_image.png
영도구,도날드 즉석 떡볶이,35.085815,129.04295,영도구 꿈나무길 267(1층),051-413-9990,지역민들에게 추억의 장소인 이곳은 35년간 운영해온 유명한 즉석떡볶이 전문점으로해물 육수와 고추장소스를 사용하여 독특한 맛을 자랑한다.후식으로 판매하는 빵크림을 먹기 위해 찾아오는 사람들도 많다,song/image/sample_image.png
영도구,영도우,35.08781,129.06128,영도구 조내기로5번길 2,070-4659-0169,부산항이 한눈에 들어오는 장소에 위치한 피자전문점으로자체개발한 도우로 만든 테두리가 없는 사각형의 디트로이트식 피자가 대표메뉴이다.임실치즈를 아낌없이 사용하여 풍부한 치즈의 맛을 즐길 수 있다,song/image/sample_image.png
영도구,함흥보쌈,35.08845,129.04108,영도구 남항로 42,051-416-2342,냉면전문점으로 시작하여 50여년을 운영 중인 보쌈전문점으로 싱싱한 고기를 사용하고 부드러운 맛으로 유명하다. 오랜 전통을 자랑하는 냉면도 인기메뉴이며 어떤 메뉴를 주문하든 만족스러운 양이 제공된다.,song/image/sample_image.png
중구,원산면옥 1953,35.098976,129.03105,중구 광복로 56-8,051-245-2310,"60여 년의 전통을 가진 냉면전문점으로 3대째 운영하고 있는 무척 유명한 곳이다.한우와 국내산 생돼지고기, 생닭을 사용하고 10여 가지 재료가 들어간 육수로 만든 냉면은변하지 않는 맛을 자랑한다.",song/image/sample_image.png
해운대구,개미집신도시점,35.167637,129.17154,해운대구 좌동로 10번길 51-5,051-744-6446,"부산의 대표적인 낙지요리전문점인 개미집의 분점으로, 본점에 뒤쳐지지 않는 맛을 선보이고 있다. 본점과 같이 낙지볶음, 낙지새우볶음, 낙지곱창볶음 등의 요리들이 모두 인기 있으며, 불고기낙지버섯전골과 곱창전골을 찾는 손님도 많다.",song/image/sample_image.png
강서구,오리한상,35.097855,128.92471,"명지국제9로 66, 지봉빌딩 2층",051-711-0415,"청둥오리를 사용한 소금구이와 급속 냉동된 오리를 아주 얇게 슬라이스한 불고기가 모두 인기있는 이곳은, 커다란 창을 활용한 깔끔하고 여유로운 공간과 함께 개별룸도 운영하고 있어 가족외식하기에도 좋은 곳이다.",song/image/sample_image.png
금정구,"오,유미당",35.241432,129.08784,금정로 187,0507-1372-5101,"카페처럼 예쁜 공간에 돈카츠와 쌀국수라는 이색적인 조합의 메뉴를 가진 곳으로, 처음 보면 조금 당황스러운 모습을 가진 토마호크 돈카츠가 가장 인기 있다고 한다. 쌀국수의 수준도 높아 여러 취향을 다 만족시키는 곳이다.",song/image/sample_image.png
기장군,만포밀면,35.245934,129.21597,기장읍 차성로 322번길 40,051-722-7516,"매장에 들어서면 진한 육수냄새가 맛을 기대하게 하는 이곳은 가야식 밀면을 만들고 있는 곳으로, 95년 가게를 연 이후 매일 그 날 판매할 밀면을 시식하는 것으로 시작한다고 한다. 변하지 않는 맛은 언제나 기쁘다.",song/image/sample_image.png
기장군,맛사랑채,35.24538,129.2147,기장읍 읍내로 93-6,051-722-4210,생선구이가 포함된 12가지의 반찬과 함께 매일 다른 국이 제공되는 이곳의 정식은 집밥 보다 더 집밥 같다는 평을 듣고 있다. 인심 가득한 밥상을 만나기 위해 먼 곳에서 찾아오는 손님들도 많다고 한다.,song/image/sample_image.png
사하구,우정까망촌돼지,35.08081,128.97154,장림번영로 53,051-261-6021,"구이전문점인 이곳은, 어린 시절 시골에서 먹던 돼지고기의 맛을 재현하기 위해 청정지역에서 키운 돼지를 공수해온다고 한다. 솥뚜껑에 구워먹는 것이 특징인데 맛도 맛이지만, 구워지는 모습이 정말 참기 힘들다.",song/image/sample_image.png
사하구,유메,35.105747,128.96916,낙동대로 456,070-8807-1689,"8종의 하이볼, 27종의 청주와 국내산 증류주 등 다양한 술과 그에 어울리는 다양한 안주들이 준비되어 있는 일본식주점이지만, 돈카츠전문점이라 알고 있는 사람들도 있을 만큼 오너쉐프가 직접 손질해 만드는 돈카츠가 유명하다고 한다.",song/image/sample_image.png
수영구,금랑횟집 광안리 본점,35.155155,129.131,"광안해변로344번길 17-5, 마린리치건물 6층",0507-1400-5209,수변공원 회센터에 자리한 횟집으로 메인요리인 회와 함께 제공되는 음식들이 다양하고 수준이 높아 회를 즐기지 않는 사람들도 충분히 즐길 만한 곳이다. 광안대교의 전경이 보이는바다풍경으로 유명한 곳이기도 하다.,song/image/sample_image.png
수영구,난파센,35.14674,129.11339,남천동로108번길 43,051-622-0527,좋은 재료를 직접 손질하고 직접 만든 특제 소스를 사용해 인기 높은 튀김덮밥전문점으로 밥과 어울리는 튀김을 만들기 위해 무척 많은 연구를 한다고 한다. 밥 위에 올려진 갈색의 튀김이 특징적이다.,song/image/sample_image.png
중구,화국반점,35.10253,129.0342,중구 백산길3,051-245-5305,"43년 전통의 중식전문점으로 간짜장이 특히 유명한 이곳은, 전통적인 방식의 요리로 외국인들이 많이 찾는 곳이기도 하다.신세계와 범죄와의 전쟁 등 영화촬영지로도 유명하다.",song/image/sample_image.png
수영구,로얄경양식&스테이크 광안점,35.153294,129.12462,"민락수변로 29, 2층 201~203호",051-759-8718,"광안리의 바다풍경을 즐기며 식사를 할 수 있는 패밀리레스토랑으로 가격에 비해 높은 수준의 음식과 서비스를 제공하고 있다. 조리하는 모습을 직접 볼 수 있는 오픈주방을 운용하고있으며, 바다를 충분히 즐길 수 있는 실내 환경이 인상적이다.",song/image/sample_image.png
중구,이정태 본참치,35.10548,129.03526,중구 해관로73,051-463-3737,"전국의 참치 매니아들이 찾아오는 유명한 참치전문점으로, 조리명인인 오너쉐프가 운영하고 있는 곳이다. 당일재료는 당일소진하고 있으며, 노인들을 위한 행사를 개최하는 등 지역 사회에 기여하고 있는 식당이기도 하다.",song/image/sample_image.png
수영구,무궁화 식당,35.14778,129.10925,황령산로8번길 5,051-623-5700,"할머니집에 놀러온 것 같은 느낌을 주는 이곳은 전골요리로 무척 유명한 식당으로, 직접 만든 커다란 만두를 사용한 만두전골이 특히 인기 있다. 신선한 야채를 사용하는 이곳은 항상 변함없는 맛으로 기억되는 곳이기도 하다.",song/image/sample_image.png
중구,어가초밥,35.097214,129.02882,자갈치로 41,051-247-3777,부산 최대 수산물시장인 자갈치시장과 인접한 일식전문점으로 빠르게 재료를 공수하여 신선한 음식을 제공하고 있다. 대부분의 좌석이 독립된 룸으로 운영되고 있어 편안하게 식사를 즐길 수 있기도 하다.,song/image/sample_image.png
기장군,배꼽시계,35.30255,129.24944,일광면 장곡길 63-14,051-728-6118,약선 요리를 추구하여 수술 후 환자들도 자주 찾을 만큼 건강한 음식을 만드는 오리요리전문점으로 계절재료를 사용해 장아찌를 담고 2년 이상 숙성시킨 김치를 사용한다. 오리백숙은 시간이 많이 걸리니 2시간 이상 전 예약이 필수다.,song/image/sample_image.png
수영구,배가왕,35.15554,129.13087,광안해변로 348-1,051-758-4200,"매일 2시간씩 육수를 끓이고, 직접 담은 김치를 준비한다. 기본에 충실한 음식을 만들기 위해 노력한다는 칼국수전문점으로, 당근을 갈아 넣어서 밀가루 냄새가 나지 않는 면이 특징이다. 기본은 언제나 정답이다.",song/image/sample_image.png
중구,삼정횟집,35.10655,129.03775,중앙대로 98번길 13,051-462-1321,"물회로 유명한 이곳은, 점심시간에 이 지역에 있다면 꼭 찾아야하는 식당 중 한곳이다. 매운탕이 함께 제공되는 이곳의 식사메뉴는 특히 직장인들에게 인기가 많으며, 당일 활어만 사용하여 신선도가 높은 것이 특징이다.",song/image/sample_image.png
기장군,변소영 백년밥상,35.245594,129.2147,기장읍 읍내로 93-8,051-721-8922,"장류부터 밑반찬까지 모두 직접 장만하고 천연조미료만 사용해 맛을 낸다. 직장인들은 물론이고, 입맛이 까다로운 시장상인들과 외국인들도 자주 찾아 유명해진 한식점으로 청결관리에도 무척 신경을 쓰고 있다.",song/image/sample_image.png
기장군,사랑도 횟집,35.247726,129.21346,기장읍 차성로 337-1,051-722-7001,"매일 좋은 횟감을 선별해서 준비하고, 직접 만든 반찬들로 식탁을 채운다. 음식에 대해 정직하게 운영한다는 이곳은 단골이 많기로 유명한 횟집으로, 가격이 다소 높아 보이지만 음식이 차려지면 오히려 저렴하다는 생각이 들게 한다.",song/image/sample_image.png
중구,삼송초밥,35.099678,129.02986,중구 광복로55번길 13,051-245-7870,"부산에서 가장 유명한 일식전문점 중 한 곳으로 65년 이상의 역사를 가지고 있으며,대를 이어 오는 손님들이 이곳의 변치 않는 맛을 보증하고 있다.특히 김초밥으로 많이 알려져 있기도 한 곳이다",song/image/sample_image.png
기장군,솔리보,35.26711,129.23145,"일광면 해송4로 21, 201호",051-723-4400,"스승에게 전수받아 계승·발전시킨 토마토 소스가 특기라는 젊은 오너쉐프는, 스테이크에 쓰는 고기도 직접 정육하여 8시간 이상의 수비드 과정을 거쳐 만들고 있다. 햇살이 들어오는 단정한 인테리어의 공간이 이름처럼 무척 따듯하게 느껴지는 곳이다.",song/image/sample_image.png
중구,부산족발,35.09956,129.02664,중구 광복로 13-1,051-245-5359,"부평동 돼지족발골목에 위치한 족발전문점으로, TV 프로그램으로도 자주 소개되는 유명한 식당이다. 이 지역은 부산의 향토음식인 냉채족발이 탄생한 곳으로도 유명한데, 부산족발도 담백하고 탄력 있는 족발과 냉채족발이 유명하다.",song/image/sample_image.png
수영구,시티바캉스,35.15693,129.11592,광안로 21번가길 11-1,051-755-1101,한적한 주택가에 자리한 파스타전문점인 이곳은 스타일리시한 공간과 스타일리시한 음식으로 특히 젊은이들 사이에서 인기 높다. 도심 속 이색적인 공간에서의 바캉스를 경험하고 싶다면 이곳을 추천한다.,song/image/sample_image.png
기장군,PHOever Yum(포에버얌),35.282776,129.2583,일광면 문오성길 43,051-721-3645,현지 풍 인테리어의 매장으로 들어오면 동남아의 어촌마을에 있는 느낌이 드는 이곳은 육수와 소스 양념 등을 모두 직접 만들고 있는 베트남음식전문점. 아늑한 분위기로 연인과 가족들이 많이 찾는 곳이기도 하다,song/image/sample_image.png
중구,물레방아 즉석구이,35.10104,129.03513,중구 중앙대로41번길 11-1,051-245-1195,"미식가들 사이에서 꾸준히 좋은 평가를 받고 있는 45년 전통의 구이전문점으로 ,한우 안거미 부위를 안금무라는 별칭으로 판매해 더 유명한 곳이기도 하다 .명점으로 인정받는 곳 답게 고기선별에 무척 신경을 쓴다고 한다.",song/image/sample_image.png
수영구,양귀빈 식당 3호점,35.163265,129.116,수영로646번길 15,051-756-0840,아직은 흔하게 보기 힘든 양고기구이전문점으로 카페를 해도 어울릴만한 인테리어가 인상적이다. 숙련된 점원이 고기를 구워주는 이곳은 일식을 전공한 오너가 많은 공부를 통해 질 좋은 양고기를 장만한다고 한다.,song/image/sample_image.png
동구,고민끝에여기,35.112698,129.03706,"대영로239번길 12, 1층",051-442-1592,"향이 강한 멕시코음식을 한국인의 입맛에 맞게 만들어내는 이곳은 매일 신선한 재료를 새로 준비하고, 새우를 주재료로 한 요리들이 많다. 고민 끝에 가게자리를 정했다는 의미의 이름이 무척 독특하다.",song/image/sample_image.png
중구,명송초밥,35.101738,129.03586,해관로 32,051-246-1225,"상업지역인 이 지역에서도 접대나 모임하기 좋은 곳으로 유명한 일식전문점으로, 수준 높은 음식에 어울리는 디테일한 플레이팅이 음식을 더욱 돋보이게 만든다. 2~3시간 숙성한 회를 제공하고 있다.",song/image/sample_image.png
동구,다께,35.138863,129.06076,범일로102번길 12,051-631-6891,"범일동의 유명 일식전문점으로 오너쉐프가 직접 주재료를 장만하고 있으며, 미리 연락해 두면 원하는 회나 직접 낚시한 생선을 요리해 주기도 한다. 벽면 가득한 유명인들의 사인이 이곳의 맛을 보장하고 있다.",song/image/sample_image.png
중구,남포삼계탕,35.098812,129.03049,남포길 16,051-245-5075,"광복로패션거리 근처에 있는 이곳은 50년 이상 운영해 온 유명한 삼계탕 전문점으로, 대표메뉴인 삼계탕은 뱃속에 찹쌀과 인삼, 밤, 대추를 채워 넣은 닭 한 마리를 육수에 넣고 뚝배기에 끓는 채로 내어준다. 전기구이도 인기 있다.",song/image/sample_image.png
수영구,지에이비148,35.145763,129.11497,"광안해변로 122, 삼익비치B상가 2층",051-791-0148,연인들이 많이 찾는다는 다이닝펍으로 깔끔한 실내와 야외테라스가 인상적이다. 이곳의 시그니처 메뉴인 스테이크는 250도로 달궈진 돌 위에 올려져 레어부터 웰던까지 모든 굽기의 스테이크를 맛볼 수 있어 인기 있다.,song/image/sample_image.png
동구,대수정,35.140755,129.06291,자성로 133번길 46,051-647-0147,"40년 이상 운영하고 있는 한식전문점으로 직접 운영하는 농장에서 공수한 재료로 된장, 간장, 김치 등을 만들고 있으며, 질 좋은 한우를 사용한다. 솥밥과 함께 차려지는 가득한 밥상이 기분 좋은 곳이다.",song/image/sample_image.png
영도구,목장원,35.07162,129.05736,영도구 절영로 355,051-404-5000,"원래 소를 키우는 목장이었던 이 곳은 영도에서 가장 유명한 식당 중 한 곳으로, 식당과 카페 공원이 함께 있는 복합외식공간이다. 음식의 수준도 무척 높지만 이곳에서 보이는 바다풍경은 정말 각별하다.",song/image/sample_image.png
수영구,톤쇼우,35.15631,129.12474,광안해변로279번길 13,051-752-7978,"오픈 2시간 전부터 대기 줄이 있을 만큼 유명한 돈까스 전문점으로, 두툼하면서도 무척 부드러운 이곳의 돈까스는 참숯으로 훈연하여 놀라운 맛을 선사한다. 기다리는 손님을 위한 배려로 2층에 휴게공간을 운영하고 있기도 하다.",song/image/sample_image.png
영도구,그라치에,35.089043,129.06154,영도구 청학동로 12,070-4150-9999,"모던한 인테리어의 작고 예쁜 이탈리안 레스토랑으로많은 사람들이 이태리음식을 쉽게 접하길 바라는 마음을 담아 운영하고 있다고 한다.특히, 이곳의 감자뇨끼는 손님들이 추천하는 메뉴이다.",song/image/sample_image.png
수영구,황해도 본점,35.1407,129.109,수영구 수영로394번길 35-3,0507-1427-0507,"깔끔하고 높은 수준의 음식들과 한국 전통주를 함께 즐길 수 있는 한식주점인 이곳은,비교적 낮은 가격으로 여러 가지를 맛볼 수 있는 주안상이 인기 있으며,무엇보다 좋은 대접을 받았다는 느낌을 주는 매력적인 곳이다",song/image/sample_image.png
수영구,프라한,35.146706,129.11386,남천동로108번길 52,0507-1362-8935,"빈티지한 느낌의 가구와 공간을 가득 메운 식물들이 영화 속 장면을 연상시키는 이곳은 샌드위치의 빵과 스튜의 토마토소스 등을 직접 만드는 브런치카페로, 언제나 편안한 분위기를 즐기러 오는 손님들로 가득하다.",song/image/sample_image.png
동구,동촌황정순수육전골,35.13937,129.06071,조방로39-12,051-637-7178,"자극적이지 않지만 풍부한 맛의 국물요리가 특징인 곳으로, 미리 삶아 기름을 제거한 고기를 두껍게 썰어서 사용해 식감이 좋다. 모든 재료는 국내산을 사용하고 단 두 가지 메뉴만 정성껏 준비하고 있다.",song/image/sample_image.png
동구,소우닭계,35.13942,129.0646,조방로 16번길 20,051-633-2292,"이름처럼 소와 닭을 사용한 한식요리를 전문으로 하는 곳으로, 오너쉐프의 비법으로 만든 부드러운 갈비찜이 유명하다. 밑반찬까지 직접 장만하고 있는 이곳은 혼자서도 갈비찜을 먹을 수 있는 메뉴가 준비되어 있다.",song/image/sample_image.png
동구,양지추어탕,35.130672,129.04565,중앙대로371번길 70-4,051-467-3924,"커다란 가마솥으로 끓인 추어탕에 농가에서 공수한 고춧가루를 사용하고, 직접 담은 김치를 사용하는 안심할 수 있는 식당이다. 저렴한 가격에 비해 놀라운 맛과 푸짐한 양의 음식이 제공되어 단골고객이 많다고 한다.",song/image/sample_image.png
동구,오스테리아비비,35.12526,129.03906,동구 홍곡남로18번길 5,네이버를 통한 예약만 가능,"이탈리아 요리학교 출신 쉐프와 나폴리피자 장인협회에서 인정한피자욜로가 운영하고 있는 100% 예약제 레스토랑으로 프라이빗한 공간에서 식사를 즐길 수 있다.디너만 운영하고 있으며, 수요일 디너는 피자만 제공하고 있다.",song/image/sample_image.png
동구,웅복,35.130657,129.0478,"진성로28번길 19, 1층",051-632-2019,"부부가 운영하고 있는 복어요리전문점으로 식사에 돌솥밥이 제공되는 것이 특징이다. 직접 담은 김치를 사용하며, 당일 재료는 당일 소진하고 있는 이곳의 코스요리는 가격에 비해 놀라울 정도의 음식들이 제공된다.",song/image/sample_image.png
동구,초량통닭,35.118904,129.03996,초량로 15,051-468-2738,"1976년부터 40년이 넘게 운영하고 있는 이곳은, 이 지역에서는 모르는 사람이 드문 유명한 식당이다. 이곳의 육즙 가득한 프라이드치킨은 오랫동안 사랑받아온 메뉴로, 언제나 퇴근 후의 직장인들이 만석을 이루고 있다.",song/image/sample_image.png
동구,코카모메 초량점,35.116886,129.0351,영초윗길20,051-711-1755,"초량 이바구길의 도심전망이 좋은 곳에 위치한 튀김덮밥전문점으로, 연령층에 관계없이 만족스런 식사로 인기 높은 식당이다. 모든 재료는 국내산으로 준비하고 당일재료는 당일에 소진하고 있다",song/image/sample_image.png
동구,홍성방,35.113834,129.03781,동구 중앙대로 179번길 16,051-467-5398,"3대에 걸쳐 50년이 넘게 운영해오고 있는 이곳은, 부산차이나타운에서도 가장 유명한 식당 중 한 곳이다. 오래전부터 영주동 물만두집으로 불렸을 만큼 물만두가 인기 있으며, 주말에는 지방에서도 찾아오는 단골손님들이 많다.",song/image/sample_image.png
동래구,가두리닭숯불구이,35.204994,129.07947,충렬대로179번길 27-3 1층,051-556-1230,"이곳은 소나 돼지처럼 닭을 6가지 부위로 구분하여 원하는 부위만 주문할 수 있는 독특한 방식의 닭구이전문점으로, 요리경영학과 출신의 오너가 야채와 생닭을 직거래로 공수하여 재료의 신선도가 높다.",song/image/sample_image.png
동래구,먹음직,35.19219,129.1003,온천천로431번길 4-1,051-532-2888,"온천천 카페거리에 있는 구이전문점인 이곳은, 유통도 함께 하고 있어 언제나 신선한 고기가 준비되어 있다. 직접 숙성한 고기와 함께 모든 음식을 정직하고 정성스럽게 제공하고 있는 곳으로 높은 평가를 받고 있다.",song/image/sample_image.png
동래구,미미루,35.219486,129.08296,온천장로 91-1,051-555-6609,"유니크한 레시피로 인기 높은 중식당인 이곳은, 6시간 이상 숙성한 고기로 만든 탕수육과 물을 사용하지 않고 양파즙으로 조리한 짜장면이 특히 인기 있다. 식사류의 음식에는 모두 계란프라이를 올려주는 것이 재미있다.",song/image/sample_image.png
동래구,밀보스79,35.2058,129.08028,명륜로129번나길 11,051-555-8568,"캐주얼한 분위기의 실내가 먼저 눈에 들어오는 이곳은, 파스타나 피자 등의 메뉴와 함께 술을 즐길 수 있는 다이닝펍으로, 비교적 부담 없는 가격으로 좋은 시간을 보낼 수 있는 곳이다. 직접 만든 면과 소스를 사용한 파스타가 특히 맥주와 어울린다고 한다.",song/image/sample_image.png
